Date &Time [DD-MM-YYYY/HH:MM:SS],Phase,Barometric pressure [hPa],Salinity [â],CH1 O2 input [phase],CH1 temp (∞C),CH1 O2 [mgO2/L],CH2 O2 input [phase],CH2 temp (∞C),CH2 O2 [mgO2/L],CH3 O2 input [phase],CH3 temp (∞C),CH3 O2 [mgO2/L],CH4 O2 input [V],CH4 temp (∞C),CH4 O2 [mgO2/L],CH5 O2 input [V],CH5 temp (∞C),CH5 O2 [mgO2/L],CH6 O2 input [V],CH6 temp (∞C),CH6 O2 [mgO2/L],CH7 O2 input [V],CH7 temp (∞C),CH7 O2 [mgO2/L],CH8 O2 input [V],CH8 temp (∞C),CH8 O2 [mgO2/L],CH1 Velocity input [V],CH1 Velocity [cm/s],CH5 Velocity input [V],CH5 Velocity [cm/s],AMB temp N∞1 input [V],AMB temp N∞1 [∞C],AMB temp N∞1 relay,AMB temp N∞2 input [V],AMB temp N∞2 [∞C],AMB temp N∞2 relay,AMB O2 N∞1 input (V),AMB O2 N∞1 temp (∞C),AMB O2 N∞1 [mgO2/L],AMB O2 N∞1 relay,AMB O2 N∞2 input (V),AMB O2 N∞2 temp (∞C),AMB O2 N∞2 [mgO2/L],AMB O2 N∞2 relay,User event
2024-08-26/4:35:22 PM,M2   ,1013,0,29.6225,9.45,11.5,29.96,9.45,11.49,29.8225,9.45,11.51,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.4512,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:23 PM,M2   ,1013,0,29.635,9.46,11.48,29.9625,9.46,11.48,29.8362,9.46,11.49,NaN,9.46,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.46,9.46,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:24 PM,M2   ,1013,0,29.6025,9.46,11.52,29.9788,9.46,11.46,29.8087,9.46,11.52,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,NaN,NaN,NaN,9.46,9.46,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:25 PM,M2   ,1013,0,29.6188,9.46,11.5,29.97,9.46,11.47,29.8,9.46,11.52,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,NaN,NaN,NaN,9.46,9.46,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:26 PM,M2   ,1013,0,29.605,9.46,11.51,29.9725,9.46,11.47,29.805,9.46,11.52,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,NaN,NaN,NaN,9.46,9.46,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:27 PM,M2   ,1013,0,29.575,9.46,11.55,29.9887,9.46,11.45,29.8437,9.46,11.48,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,NaN,NaN,NaN,9.4588,9.46,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:28 PM,M2   ,1013,0,29.6075,9.45,11.52,29.9825,9.45,11.47,29.8663,9.45,11.46,NaN,9.45,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:29 PM,M2   ,1013,0,29.5925,9.45,11.53,29.9975,9.45,11.45,29.8375,9.45,11.49,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:30 PM,M2   ,1013,0,29.6088,9.45,11.51,29.9775,9.45,11.47,29.82,9.45,11.51,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:31 PM,M2   ,1013,0,29.6013,9.45,11.52,29.96,9.45,11.49,29.82,9.45,11.51,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:32 PM,M2   ,1013,0,29.6112,9.45,11.51,29.9625,9.45,11.49,29.8188,9.45,11.51,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:33 PM,M2   ,1013,0,29.62,9.45,11.5,29.9788,9.45,11.47,29.81,9.45,11.52,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:34 PM,M2   ,1013,0,29.6212,9.45,11.5,29.9687,9.45,11.48,29.8125,9.45,11.52,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:35 PM,M2   ,1013,0,29.6275,9.45,11.5,29.96,9.45,11.49,29.8262,9.45,11.5,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:36 PM,M2   ,1013,0,29.6112,9.45,11.51,29.9588,9.45,11.49,29.805,9.45,11.52,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:37 PM,M2   ,1013,0,29.6188,9.45,11.5,29.9512,9.45,11.5,29.835,9.45,11.49,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.4512,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:38 PM,M2   ,1013,0,29.6112,9.46,11.51,29.96,9.46,11.48,29.8012,9.46,11.52,NaN,9.46,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.46,9.46,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:39 PM,M2   ,1013,0,29.6163,9.46,11.5,29.965,9.46,11.48,29.8112,9.46,11.51,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,NaN,NaN,NaN,9.46,9.46,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:40 PM,M2   ,1013,0,29.5925,9.46,11.53,29.9937,9.46,11.45,29.82,9.46,11.5,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,NaN,NaN,NaN,9.46,9.46,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:41 PM,M2   ,1013,0,29.61,9.46,11.51,29.9512,9.46,11.49,29.82,9.46,11.5,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,NaN,NaN,NaN,9.4588,9.46,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:42 PM,M2   ,1013,0,29.61,9.45,11.51,29.9575,9.45,11.49,29.8238,9.45,11.5,NaN,9.45,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,9.46,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:43 PM,M2   ,1013,0,29.61,9.45,11.51,29.945,9.45,11.5,29.845,9.45,11.48,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:44 PM,M2   ,1013,0,29.6088,9.45,11.51,29.98,9.45,11.47,29.8112,9.45,11.52,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:45 PM,M2   ,1013,0,29.6013,9.45,11.52,29.98,9.45,11.47,29.8212,9.45,11.51,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:46 PM,M2   ,1013,0,29.61,9.45,11.51,29.975,9.45,11.47,29.8275,9.45,11.5,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:47 PM,M2   ,1013,0,29.61,9.45,11.51,29.945,9.45,11.5,29.8137,9.45,11.52,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:48 PM,M2   ,1013,0,29.6112,9.45,11.51,29.98,9.45,11.47,29.835,9.45,11.49,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:49 PM,M2   ,1013,0,29.6188,9.45,11.5,29.9812,9.45,11.47,29.8,9.45,11.53,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:50 PM,M2   ,1013,0,29.6125,9.45,11.51,29.99,9.45,11.46,29.805,9.45,11.52,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:51 PM,M2   ,1013,0,29.6275,9.45,11.5,29.9875,9.45,11.46,29.84,9.45,11.49,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:52 PM,M2   ,1013,0,29.6088,9.45,11.51,29.97,9.45,11.48,29.8412,9.45,11.49,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:53 PM,M2   ,1013,0,29.6,9.45,11.52,29.9712,9.45,11.48,29.8463,9.45,11.48,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:54 PM,M3   ,1013,0,29.6013,9.45,11.52,29.9788,9.45,11.47,29.8238,9.45,11.5,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:55 PM,M3   ,1013,0,29.6125,9.45,11.51,29.9712,9.45,11.48,29.8475,9.45,11.48,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:56 PM,M3   ,1013,0,29.6275,9.45,11.5,29.9775,9.45,11.47,29.8275,9.45,11.5,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:57 PM,M3   ,1013,0,29.6163,9.45,11.51,29.96,9.45,11.49,29.8125,9.45,11.52,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:58 PM,M3   ,1013,0,29.6575,9.45,11.46,29.96,9.45,11.49,29.8287,9.45,11.5,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:35:59 PM,M3   ,1013,0,29.6375,9.45,11.48,29.9638,9.45,11.48,29.8212,9.45,11.51,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:00 PM,M3   ,1013,0,29.6175,9.45,11.51,29.9887,9.45,11.46,29.8275,9.45,11.5,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:01 PM,M3   ,1013,0,29.6025,9.45,11.52,29.9775,9.45,11.47,29.8125,9.45,11.52,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:02 PM,M3   ,1013,0,29.6238,9.45,11.5,29.9638,9.45,11.48,29.83,9.45,11.5,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:03 PM,M3   ,1013,0,29.6412,9.45,11.48,29.985,9.45,11.46,29.8262,9.45,11.5,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:04 PM,M3   ,1013,0,29.5925,9.45,11.53,29.9525,9.45,11.5,29.8012,9.45,11.53,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:05 PM,M3   ,1013,0,29.675,9.45,11.45,29.9712,9.45,11.48,29.81,9.45,11.52,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:06 PM,M3   ,1013,0,29.6388,9.45,11.48,29.98,9.45,11.47,29.8112,9.45,11.52,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:07 PM,M3   ,1013,0,29.6288,9.45,11.49,29.9812,9.45,11.47,29.8188,9.45,11.51,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:08 PM,M3   ,1013,0,29.6188,9.45,11.5,29.9862,9.45,11.46,29.8125,9.45,11.52,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:09 PM,M3   ,1013,0,29.61,9.45,11.51,29.96,9.45,11.49,29.8275,9.45,11.5,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:10 PM,M3   ,1013,0,29.6088,9.45,11.51,29.9638,9.45,11.48,29.8112,9.45,11.52,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:11 PM,M3   ,1013,0,29.5975,9.45,11.53,29.99,9.45,11.46,29.8225,9.45,11.51,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:12 PM,M3   ,1013,0,29.5862,9.45,11.54,29.9875,9.45,11.46,29.8388,9.45,11.49,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:13 PM,M3   ,1013,0,29.6312,9.45,11.49,29.9712,9.45,11.48,29.8287,9.45,11.5,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:14 PM,M3   ,1013,0,29.6388,9.45,11.48,29.9812,9.45,11.47,29.8225,9.45,11.51,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.45,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:15 PM,M3   ,1013,0,29.6288,9.45,11.49,29.9887,9.45,11.46,29.8388,9.45,11.49,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.4487,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:16 PM,M3   ,1013,0,29.625,9.44,11.5,29.98,9.44,11.47,29.8287,9.44,11.5,NaN,9.44,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.44,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:17 PM,M3   ,1013,0,29.6562,9.44,11.47,29.9812,9.44,11.47,29.8238,9.44,11.51,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,NaN,NaN,NaN,9.44,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:18 PM,M3   ,1013,0,29.63,9.44,11.5,29.9887,9.44,11.46,29.8525,9.44,11.48,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,NaN,NaN,NaN,9.44,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:19 PM,M3   ,1013,0,29.6312,9.44,11.5,29.9763,9.44,11.48,29.865,9.44,11.47,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,NaN,NaN,NaN,9.44,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:20 PM,M3   ,1013,0,29.635,9.44,11.49,29.9537,9.44,11.5,29.8325,9.44,11.5,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,NaN,NaN,NaN,9.44,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:21 PM,M3   ,1013,0,29.6013,9.44,11.53,29.98,9.44,11.47,29.8488,9.44,11.48,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,NaN,NaN,NaN,9.44,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:22 PM,M3   ,1013,0,29.6125,9.44,11.52,29.9812,9.44,11.47,29.8375,9.44,11.5,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,NaN,NaN,NaN,9.44,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:23 PM,M3   ,1013,0,29.6325,9.44,11.49,29.985,9.44,11.47,29.8212,9.44,11.51,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,NaN,NaN,NaN,9.44,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:24 PM,M3   ,1013,0,29.6412,9.44,11.49,29.9512,9.44,11.5,29.8287,9.44,11.5,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,NaN,NaN,NaN,9.44,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:25 PM,M3   ,1013,0,29.5887,9.44,11.54,29.9638,9.44,11.49,29.8225,9.44,11.51,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,NaN,NaN,NaN,9.4413,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:26 PM,M3   ,1013,0,29.6487,9.45,11.47,29.9862,9.45,11.46,29.8375,9.45,11.49,NaN,9.45,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,NaN,NaN,NaN,9.4487,9.45,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:27 PM,M3   ,1013,0,29.635,9.44,11.49,29.9638,9.44,11.49,29.8225,9.44,11.51,NaN,9.44,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,9.45,NaN,NaN,NaN,NaN,NaN,9.44,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:28 PM,M3   ,1013,0,29.6025,9.44,11.53,29.9875,9.44,11.47,29.8362,9.44,11.5,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,NaN,NaN,NaN,9.44,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:29 PM,M3   ,1013,0,29.6212,9.44,11.51,29.9712,9.44,11.48,29.8125,9.44,11.52,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,NaN,NaN,NaN,9.44,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:36:30 PM,M3   ,1013,0,29.6288,9.44,11.5,29.9737,9.44,11.48,29.8325,9.44,11.5,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,9.44,NaN,NaN,NaN,NaN,NaN,9.44,9.44,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
