BsM_Cycle,FMZ,Waterbody_LID,Lake Name,GearType,Netting_Start_Date,Species,Species Code,ForkLength,TotalLength,RoundWeight,Sex,Sex Code,Aging_Structure,Age
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,254,270,200,Female,2,Otolith,3
1,10,16-6806-52194,Upper Pancake L.,2,08-06-08,Brook Trout,80,236,246,145,Female,2,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,2,08-06-08,Brook Trout,80,169,178,60,Female,2,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,312,328,330,Female,2,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,310,330,320,Female,2,Otolith,3
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,292,308,270,Female,2,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,280,292,270,Female,2,Scales,2
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,286,296,270,Female,2,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,308,322,370,Female,2,Otolith,3
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,388,410,660,Female,2,Otolith,4
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,246,258,184,Female,2,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,300,318,320,Female,2,Otolith,3
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,312,330,350,Female,2,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,180,190,68,Female,2,Otolith,1
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,226,236,134,Female,2,Otolith,3
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,192,202,72,Male,1,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,278,292,270,Male,1,,
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,258,270,180,Male,1,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,312,326,315,Male,1,Otolith,3
1,10,16-6806-52194,Upper Pancake L.,2,08-06-08,Brook Trout,80,306,322,325,Male,1,Otolith,3
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,302,322,310,Male,1,Otolith,3
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,184,196,80,Male,1,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,209,218,108,Male,1,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,2,08-06-08,Brook Trout,80,182,192,74,Male,1,,
1,10,16-6806-52194,Upper Pancake L.,2,08-06-08,Brook Trout,80,202,212,89,Male,1,Otolith,1
1,10,16-6806-52194,Upper Pancake L.,2,08-06-08,Brook Trout,80,158,170,40,Male,1,Otolith,1
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,196,208,95,Male,1,Otolith,1
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,176,186,60,Male,1,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,202,236,120,Male,1,Scales,1
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,352,370,520,Male,1,Otolith,3
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,231,242,140,Male,1,Otolith,3
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,200,210,75,Male,1,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,1,08-06-08,Brook Trout,80,222,234,184,Male,1,Otolith,2
1,10,16-6806-52194,Upper Pancake L.,2,08-06-08,Brook Trout,80,212,222,85,,,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,179,188,66,Unknown,9,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,160,164,41,Unknown,9,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,142,148,32,Unknown,9,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,160,166,44,Unknown,9,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,404,415,785,Female,2,Otolith,4
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,312,328,410,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,178,188,64,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,286,299,280,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,304,320,350,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,300,313,335,Female,2,Scales,2
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,154,162,40,Female,2,Scales,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,156,164,44,Female,2,Scales,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,154,164,39,Female,2,Scales,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,128,135,23,Female,2,,
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,114,121,18,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,133,140,26,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,167,173,54,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,182,192,74,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,184,194,70,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,255,268,200,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,168,176,54,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,202,212,85,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,162,170,46,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,150,160,42,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,302,314,330,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,188,196,69,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,170,177,70,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,168,178,50,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,182,192,62,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,316,330,390,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,292,303,270,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,184,194,80,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,235,242,148,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,318,330,370,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,362,380,560,Female,2,Otolith,4
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,304,320,400,Female,2,Otolith,3
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,440,452,1100,Female,2,Otolith,5
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,277,290,230,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,324,340,500,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,171,180,85,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,129,135,24,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,132,140,26,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,160,166,44,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,148,156,35,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,300,316,320,Female,2,Scales,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,318,330,340,Female,2,Otolith,3
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,180,188,68,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,270,282,250,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,320,334,380,Female,2,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,162,170,53,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,170,178,55,Female,2,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,316,340,330,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,284,300,275,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,330,332,430,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,294,308,330,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,246,260,210,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,196,206,83,Male,1,,
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,140,146,33,Male,1,Scales,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,180,190,65,Male,1,Scales,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,160,166,54,Male,1,Scales,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,164,170,47,Male,1,Scales,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,179,188,76,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,194,206,85,Male,1,Scales,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,160,168,48,Male,1,Scales,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,182,190,71,Male,1,Scales,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,160,168,42,Male,1,Scales,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,160,166,50,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,170,178,55,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,146,154,35,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,170,180,62,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,150,158,37,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,164,172,54,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,190,200,80,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,188,196,71,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,190,200,72,Male,1,,
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,282,294,260,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,288,308,270,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,238,248,160,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,278,288,240,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,218,226,120,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,330,342,390,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,308,320,340,Male,1,Scales,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,237,248,116,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,148,164,46,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,338,350,400,Male,1,Scales,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,298,310,350,Male,1,Scales,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,308,324,330,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,326,336,420,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,155,162,43,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,138,140,23,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,162,168,50,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,160,166,43,Male,1,Scales,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,150,159,34,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,140,146,32,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,202,212,104,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,324,338,420,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,320,332,480,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,334,346,485,Male,1,Otolith,3
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,428,448,950,Male,1,Otolith,4
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,220,228,113,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,248,260,150,Male,1,Otolith,2
1,10,16-6806-52259,Queminico L.,1,07-09-08,Brook Trout,80,168,176,51,Male,1,Otolith,1
1,10,16-6806-52259,Queminico L.,2,07-09-08,Brook Trout,80,152,160,43,,,Scales,1
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,292,309,330,Female,2,Otolith,2
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,310,314,395,Female,2,Otolith,2
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,190,200,95,Female,2,Otolith,2
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,339,352,535,Female,2,Otolith,3
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,338,350,525,Female,2,Scales,3
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,183,188,70,Female,2,Otolith,1
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,339,353,490,Female,2,Otolith,3
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,313,331,371,Female,2,Otolith,2
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,332,348,438,Female,2,Otolith,4
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,192,200,72,Female,2,Otolith,1
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,157,164,45,Female,2,Scales,2
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,335,342,457,Female,2,Otolith,2
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,278,292,250,Male,1,Otolith,2
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,328,340,435,Male,1,Scales,3
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,234,250,145,Male,1,Otolith,3
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,289,300,300,Male,1,Otolith,3
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,301,312,350,Male,1,Otolith,3
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,172,189,60,Male,1,Otolith,1
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,165,172,60,Male,1,Otolith,1
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,287,300,269,Male,1,,
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,162,172,48,Male,1,Scales,2
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,161,168,43,Male,1,Otolith,1
1,10,16-6811-52113,Mamainse L.,1,06-23-08,Brook Trout,80,410,422,715,Male,1,Otolith,3
1,10,16-6811-52113,Mamainse L.,2,06-23-08,Brook Trout,80,140,148,28,,,,
1,10,16-6811-52113,Mamainse L.,2,06-23-08,Brook Trout,80,114,121,15,,,,
1,10,16-6811-52113,Mamainse L.,2,06-23-08,Brook Trout,80,145,153,31,,,,
1,10,16-6811-52113,Mamainse L.,2,06-23-08,Brook Trout,80,140,148,28,,,,
1,10,16-6811-52113,Mamainse L.,2,06-23-08,Brook Trout,80,150,158,35,,,,
1,10,16-6811-52113,Mamainse L.,2,06-23-08,Brook Trout,80,149,157,34,,,,
1,10,16-6811-52113,Mamainse L.,2,06-23-08,Brook Trout,80,140,148,28,,,,
1,10,16-6811-52113,Mamainse L.,2,06-23-08,Brook Trout,80,132,139,23,,,,
1,10,16-6811-52113,Mamainse L.,2,06-23-08,Brook Trout,80,164,173,47,,,,
1,10,16-6811-52113,Mamainse L.,2,06-23-08,Brook Trout,80,158,166,41,,,,
1,10,16-6811-52113,Mamainse L.,2,06-23-08,Brook Trout,80,143,151,30,,,,
1,10,16-6811-52113,Mamainse L.,2,06-23-08,Brook Trout,80,135,142,25,,,,
1,10,16-6811-52113,Mamainse L.,2,06-23-08,Brook Trout,80,118,125,16,,,,
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,246,258,171,Unknown,9,Otolith,1
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,78,82,6,Unknown,9,Otolith,0
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,88,92,7,Unknown,9,Otolith,0
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,87,94,7,Unknown,9,Otolith,0
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,208,218,86,Unknown,9,Otolith,1
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,178,188,64,Unknown,9,Otolith,2
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,146,150,28,Unknown,9,Otolith,1
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,84,88,6,Unknown,9,Scales,0
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,202,212,88,Unknown,9,Otolith,1
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,112,120,14,Unknown,9,Otolith,0
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,93,100,8,Unknown,9,Otolith,0
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,78,84,6,Unknown,9,Otolith,0
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,89,96,7,Unknown,9,Otolith,0
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,92,96,9,Unknown,9,Otolith,0
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,83,90,5,Unknown,9,Otolith,0
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,378,392,778,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,330,344,510,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,352,370,540,Female,2,Otolith,2
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,376,394,675,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,272,286,250,Female,2,Otolith,2
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,108,116,14,Female,2,Otolith,0
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,270,286,328,Female,2,Otolith,2
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,372,390,620,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,326,340,420,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,166,172,52,Female,2,Otolith,1
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,210,220,96,Female,2,Otolith,1
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,218,228,110,Female,2,Otolith,1
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,250,262,195,Female,2,Otolith,2
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,246,260,182,Female,2,Otolith,2
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,296,312,320,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,342,360,520,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,400,416,780,Female,2,Otolith,5
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,346,364,625,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,410,430,885,Female,2,Otolith,5
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,362,378,638,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,376,384,693,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,166,174,49,Female,2,Otolith,1
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,410,430,865,Female,2,Otolith,6
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,424,438,910,Female,2,Otolith,5
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,360,380,675,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,378,386,750,Female,2,Otolith,4
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,288,300,260,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,260,268,200,Female,2,Otolith,2
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,406,426,850,Female,2,Otolith,4
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,216,226,120,Female,2,Otolith,1
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,390,400,900,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,372,380,670,Female,2,Otolith,5
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,328,342,560,Female,2,Otolith,2
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,376,392,715,Female,2,Otolith,4
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,208,218,100,Female,2,Otolith,2
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,370,382,670,Female,2,Otolith,4
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,99,102,12,Female,2,Scales,0
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,436,454,1070,Female,2,Otolith,5
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,346,362,580,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,428,448,940,Female,2,Otolith,5
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,394,410,795,Female,2,Otolith,5
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,398,414,860,Female,2,,
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,300,320,370,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,156,166,46,Female,2,Otolith,1
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,144,150,30,Female,2,Otolith,1
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,154,162,39,Female,2,Otolith,1
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,368,386,700,Female,2,Otolith,5
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,378,392,705,Female,2,Otolith,4
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,202,212,86,Female,2,Otolith,1
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,210,220,94,Female,2,Otolith,1
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,392,410,815,Female,2,Otolith,4
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,388,404,700,Female,2,Otolith,4
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,440,452,1050,Female,2,Otolith,5
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,410,428,910,Female,2,Otolith,4
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,424,442,905,Female,2,Otolith,4
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,366,386,640,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,366,384,635,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,209,216,90,Female,2,Otolith,1
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,354,368,570,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,416,424,950,Female,2,Otolith,6
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,406,422,1000,Female,2,Otolith,4
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,370,378,640,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,360,380,730,Female,2,Otolith,3
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,186,190,83,Female,2,Otolith,2
1,10,16-6823-52566,Kwagama L.,2,08-20-08,Brook Trout,80,130,136,13,Female,2,Otolith,1
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,416,436,820,Male,1,Otolith,4
1,10,16-6823-52566,Kwagama L.,1,08-20-08,Brook Trout,80,400,422,740,Male,1,Otolith,4
